2021-08-11 05:30:04 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:16 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:16 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:16 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:16 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:16 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:16 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:16 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:16 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:16 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:16 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:16 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:16 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:16 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:16 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:16 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:16 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:16 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:16 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:16 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:16 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:16 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:16 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:17 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:17 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:18 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:18 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:19 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:19 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:20 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:20 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:21 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:21 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
2021-08-11 05:30:22 Line: 13, : Request start: 188.68.224.138
2021-08-11 05:30:22 Line: 131, APISubiektGT\SubiektGT\order->getFakturaByOrderId: Request finish: 188.68.224.138
